Listing_ID,Property_ID,Community,Price_Cluster,Listing_Price,Sold_Price,Listing_Date,Sold_Date,Bedrooms,Bathrooms,Garage_Stalls,Size_sqft,Year_Built,Days_on_Market,Interest_Rate,Unemployment_Rate,Ownership_Type,Property_Age,Renovation_Status,Year,Downturn_2015_2016,Boom_2021,Rate_Hike_2022_2023,Assessed_Value,Assessment_Gap,Assessment_Ratio
RD-100115,2725,Eastview Estates,Mid-Low,308925.0,310258.0,2022-09-28,2022-12-06,3,4,1,1518,1981,69,4.5,5.9,Owner-Occupied,43,Not Renovated,2022,0,0,1,315788.95341870736,-5530.953418707359,0.9824852853184709
RD-100116,1295,Vanier Woods,Mid,242463.0,246512.0,2021-06-12,2021-08-31,5,3,0,944,2011,80,2.0,7.8,Owner-Occupied,13,Not Renovated,2021,0,1,0,248338.7474975874,-1826.7474975874065,0.9926441301810739
RD-100117,2748,Eastview Estates,Mid-Low,251704.0,247938.0,2015-07-20,2015-12-27,3,3,0,1486,2015,160,2.75,7.2,Investor,9,Not Renovated,2015,1,0,0,237005.6890814401,10932.310918559902,1.0461267869177746
RD-100118,1719,Westlake,Mid-High,503284.0,499204.0,2023-06-22,2023-12-12,2,1,1,2186,2003,173,5.5,5.6,Owner-Occupied,21,Not Renovated,2023,0,0,1,461538.3863449126,37665.61365508742,1.0816088428816828
RD-100119,2772,Vanier Woods,Mid,311816.0,334801.95,2016-06-22,2016-07-20,5,2,0,1569,1983,28,2.5,8.1,Owner-Occupied,41,Renovated,2016,1,0,0,336329.5274249793,-1527.577424979303,0.9954580930295511
RD-100120,1337,Oriole Park,Entry,261441.0,258911.0,2019-02-07,2019-06-27,3,3,1,1458,1993,140,3.5,6.8,Owner-Occupied,31,Not Renovated,2019,0,0,0,261790.9786517882,-2879.978651788202,0.9889989385172095
RD-100121,1878,Anders Park,Premium,262045.0,260388.0,2016-04-16,2016-08-18,3,4,2,1188,1998,124,2.5,8.1,Owner-Occupied,26,Not Renovated,2016,1,0,0,260925.11257175962,-537.1125717596151,0.9979415067930194
RD-100122,2076,Anders Park,Premium,472509.0,484991.0,2017-12-19,2018-05-10,4,3,2,1831,1999,142,2.75,7.0,Owner-Occupied,25,Not Renovated,2018,0,0,0,452397.1769796618,32593.823020338197,1.0720469195629032
RD-100123,1791,Lancaster Green,Mid-High,391755.0,394938.0,2016-03-19,2016-09-12,2,3,2,1865,1989,177,2.5,8.1,Owner-Occupied,35,Not Renovated,2016,1,0,0,402754.420735452,-7816.420735451975,0.9805925886023081
RD-100124,2945,Clearview Ridge,Mid-Low,239903.0,234377.0,2020-03-16,2020-06-06,3,1,0,1138,1994,82,2.45,9.5,Investor,30,Not Renovated,2020,0,0,0,221687.45940948743,12689.540590512566,1.057240678495364
RD-100125,1216,Westlake,Mid-High,397510.0,398469.0,2017-08-19,2018-01-08,5,3,2,1695,2022,142,2.75,7.0,Owner-Occupied,2,Not Renovated,2018,0,0,0,395448.80074018385,3020.199259816145,1.0076373964320111
RD-100126,1763,Clearview Ridge,Mid-Low,538294.0,531180.0,2021-08-02,2021-09-15,2,4,2,2241,2001,44,2.0,7.8,Owner-Occupied,23,Not Renovated,2021,0,1,0,536918.5965612008,-5738.5965612008,0.9893119802555643
RD-100127,1187,Lancaster Green,Mid-High,469001.0,465267.0,2022-09-28,2023-01-05,5,2,1,1808,1981,99,4.5,5.9,Owner-Occupied,43,Not Renovated,2023,0,0,1,439011.3836623306,26255.616337669373,1.059806231261338
RD-100128,1379,Sunnybrook,Premium,470462.0,485451.75,2022-03-26,2022-06-30,4,2,0,1715,2004,96,4.5,5.9,Investor,20,Renovated,2022,0,0,1,490707.1804820452,-5255.4304820452235,0.9892900884864114
RD-100129,1492,Sunnybrook,Premium,278402.0,298106.55,2022-03-04,2022-08-08,4,2,0,1003,2011,157,4.5,5.9,Owner-Occupied,13,Renovated,2022,0,0,1,283483.87458623335,14622.675413766643,1.0515820359627495
RD-100130,2064,Inglewood,Entry,255821.0,261323.0,2021-03-20,2021-05-17,3,3,0,1342,2013,58,2.0,7.8,Owner-Occupied,11,Not Renovated,2021,0,1,0,265933.08325130685,-4610.083251306845,0.9826644989222709
RD-100131,2180,Oriole Park,Entry,219117.0,228115.65000000002,2016-08-15,2016-09-22,3,1,2,1413,1976,38,2.5,8.1,Investor,48,Renovated,2016,1,0,0,216282.37923681055,11833.270763189474,1.0547121351491748
RD-100132,1014,Inglewood,Entry,268582.0,280674.45,2023-11-04,2024-01-08,2,2,1,1563,1978,65,5.5,5.6,Investor,46,Renovated,2024,0,0,0,284981.0015724202,-4306.551572420169,0.9848882853640832
RD-100133,2836,Eastview Estates,Mid-Low,308938.0,311071.0,2016-04-10,2016-05-01,4,1,1,1818,2007,21,2.5,8.1,Investor,17,Not Renovated,2016,1,0,0,287850.93880978355,23220.061190216453,1.0806669635549135
RD-100134,1064,Oriole Park,Entry,288430.0,287154.0,2023-02-26,2023-08-18,5,1,0,1517,2005,173,5.5,5.6,Owner-Occupied,19,Not Renovated,2023,0,0,1,284548.7095239033,2605.2904760966776,1.0091558681831865
RD-100135,2880,Eastview Estates,Mid-Low,175569.0,181858.95,2016-03-18,2016-07-26,2,3,2,1050,1984,130,2.5,8.1,Investor,40,Renovated,2016,1,0,0,176987.1512082907,4871.798791709298,1.0275262851481
RD-100136,2862,Oriole Park,Entry,444605.0,444753.0,2022-02-06,2022-07-10,4,4,2,2358,2008,154,4.5,5.9,Owner-Occupied,16,Not Renovated,2022,0,0,1,430426.48636815656,14326.513631843438,1.0332844610765648
RD-100137,1520,Anders Park,Premium,581733.0,578725.0,2019-10-29,2019-11-28,6,2,1,2240,2003,30,3.5,6.8,Owner-Occupied,21,Not Renovated,2019,0,0,0,545361.1747017711,33363.82529822888,1.06117748539117
RD-100138,2367,Clearview Ridge,Mid-Low,374849.0,372022.0,2024-04-12,2024-08-11,2,3,1,1751,1995,121,4.75,6.1,Owner-Occupied,29,Not Renovated,2024,0,0,0,368509.955690423,3512.0443095769733,1.0095303919347225
RD-100139,2152,Eastview Estates,Mid-Low,173955.0,176447.0,2016-09-17,2017-03-16,2,1,0,1037,2002,180,2.5,8.1,Owner-Occupied,22,Not Renovated,2017,0,0,0,165698.01623372265,10748.98376627735,1.0648709261015867
RD-100140,1647,Oriole Park,Entry,191435.0,195726.0,2024-02-08,2024-03-17,6,3,2,1022,1982,38,4.75,6.1,Owner-Occupied,42,Not Renovated,2024,0,0,0,190888.47133609146,4837.528663908539,1.0253421729979242
RD-100141,2495,Sunnybrook,Premium,409664.0,402604.0,2023-06-01,2023-09-22,6,3,1,1489,1981,113,5.5,5.6,Owner-Occupied,43,Not Renovated,2023,0,0,1,380591.4396141457,22012.560385854275,1.0578377706239825
RD-100142,2086,Lancaster Green,Mid-High,271304.0,266846.0,2022-05-13,2022-09-18,4,3,0,1121,2023,128,4.5,5.9,Owner-Occupied,1,Not Renovated,2022,0,0,1,270998.6942709136,-4152.694270913606,0.9846763310720523
RD-100143,2162,Inglewood,Entry,378595.0,373313.0,2019-10-24,2020-03-20,6,1,2,2156,2017,148,3.5,6.8,Investor,7,Not Renovated,2020,0,0,0,344516.79968643695,28796.20031356305,1.0835843138557306
RD-100144,2522,Vanier Woods,Mid,337171.0,335164.0,2017-01-08,2017-03-23,4,1,0,1595,1984,74,2.75,7.0,Owner-Occupied,40,Not Renovated,2017,0,0,0,315045.05292752024,20118.947072479757,1.0638605395816463
RD-100145,1592,Sunnybrook,Premium,258805.0,266159.25,2016-08-04,2017-01-18,6,2,1,1087,2001,167,2.5,8.1,Investor,23,Renovated,2017,0,0,0,251315.83092631286,14843.419073687139,1.0590628096088357
RD-100146,1391,Inglewood,Entry,369744.0,359756.0,2018-06-30,2018-09-26,2,1,0,2121,1985,88,3.0,6.5,Owner-Occupied,39,Not Renovated,2018,0,0,0,345871.85847269266,13884.141527307336,1.0401424434720339
RD-100147,2698,Eastview Estates,Mid-Low,390791.0,384122.0,2015-12-01,2016-02-13,5,4,2,2255,2003,74,2.75,7.2,Owner-Occupied,21,Not Renovated,2016,1,0,0,362331.9205967609,21790.079403239128,1.0601384481040226
RD-100148,1418,Timberlands,Mid,379347.0,398958.0,2020-09-29,2020-11-02,2,3,2,1780,2018,34,2.45,9.5,Investor,6,Renovated,2020,0,0,0,386644.12503554544,12313.87496445456,1.031848085014411
RD-100149,1288,Lancaster Green,Mid-High,376889.0,370359.0,2018-06-17,2018-07-03,6,1,0,1709,1988,16,3.0,6.5,Owner-Occupied,36,Not Renovated,2018,0,0,0,373042.8258728509,-2683.8258728508954,0.9928055823977548
RD-100150,1378,Vanier Woods,Mid,301412.0,294706.0,2016-07-16,2016-09-24,2,1,1,1571,2022,70,2.5,8.1,Owner-Occupied,2,Not Renovated,2016,1,0,0,292114.4562669811,2591.543733018916,1.0088716723100153
RD-100151,2796,Oriole Park,Entry,351568.0,341416.0,2020-12-21,2021-02-22,4,1,1,2044,2022,63,2.45,9.5,Investor,2,Not Renovated,2021,0,1,0,333903.54995463754,7512.450045362464,1.022498862460082
RD-100152,2513,Inglewood,Entry,275946.0,269574.0,2015-11-15,2016-02-08,6,4,2,1779,2015,85,2.75,7.2,Investor,9,Not Renovated,2016,1,0,0,250407.3742701503,19166.625729849708,1.0765417783150903
RD-100153,1230,Westlake,Mid-High,515530.0,526186.0,2015-03-27,2015-06-23,6,4,2,2541,1998,88,2.75,7.2,Owner-Occupied,26,Not Renovated,2015,1,0,0,520608.01315449196,5577.986845508043,1.0107143699377765
RD-100154,2017,Inglewood,Entry,299587.0,294583.0,2017-09-23,2018-01-17,6,1,1,1720,1994,116,2.75,7.0,Owner-Occupied,30,Not Renovated,2018,0,0,0,275918.64191151696,18664.358088483044,1.0676444257596354
RD-100155,1040,Anders Park,Premium,522172.0,532164.0,2023-09-27,2023-11-14,2,2,1,1945,1997,48,5.5,5.6,Owner-Occupied,27,Not Renovated,2023,0,0,1,531438.5213582921,725.4786417079158,1.0013651224225404
RD-100156,2051,Lancaster Green,Mid-High,272492.0,276746.0,2024-02-21,2024-04-03,3,3,0,1110,1986,42,4.75,6.1,Owner-Occupied,38,Not Renovated,2024,0,0,0,261526.5407690651,15219.45923093491,1.0581947024809772
RD-100157,1134,Westlake,Mid-High,632936.0,639815.0,2022-05-08,2022-06-01,5,4,2,2482,2023,24,4.5,5.9,Owner-Occupied,1,Not Renovated,2022,0,0,1,615313.2032110638,24501.796788936248,1.0398200406899634
RD-100158,1200,Inglewood,Entry,285709.0,302359.05,2024-11-21,2025-04-19,4,2,1,1561,1979,149,4.75,6.1,Investor,45,Renovated,2025,0,0,0,288767.1097426156,13591.940257384384,1.047068865528
RD-100159,2863,Inglewood,Entry,180306.0,175513.0,2023-12-06,2024-02-19,4,1,1,1015,2004,75,5.5,5.6,Owner-Occupied,20,Not Renovated,2024,0,0,0,176545.26066063283,-1032.2606606328336,0.9941529970457994
RD-100160,1779,Anders Park,Premium,602656.0,613208.0,2024-04-29,2024-07-16,2,4,1,2220,2012,78,4.75,6.1,Owner-Occupied,12,Not Renovated,2024,0,0,0,571911.1674438731,41296.83255612687,1.0722084738101914
RD-100161,1929,Inglewood,Entry,349445.0,359042.0,2015-06-18,2015-10-16,3,3,2,2234,2005,120,2.75,7.2,Owner-Occupied,19,Not Renovated,2015,1,0,0,350627.66698611993,8414.333013880067,1.0239979151850933
RD-100162,2056,Timberlands,Mid,509091.0,524089.0,2020-01-20,2020-02-20,2,2,0,2362,1990,31,2.45,9.5,Owner-Occupied,34,Not Renovated,2020,0,0,0,489607.17268314055,34481.827316859446,1.0704275370965104
RD-100163,2071,Inglewood,Entry,212541.0,221002.95,2020-11-16,2021-04-03,4,3,1,1225,1999,138,2.45,9.5,Owner-Occupied,25,Renovated,2021,0,1,0,218898.90989329302,2104.0401067069906,1.0096119259238552
RD-100164,1502,Timberlands,Mid,247287.0,243608.0,2021-09-14,2021-10-02,4,1,2,1034,2018,18,2.0,7.8,Investor,6,Not Renovated,2021,0,1,0,246167.78725557582,-2559.787255575822,0.989601453203468
RD-100165,1406,Inglewood,Entry,213659.0,211734.0,2024-07-20,2025-01-09,4,1,2,1207,2017,173,4.75,6.1,Owner-Occupied,7,Not Renovated,2025,0,0,0,203997.4016983929,7736.598301607097,1.0379249845203693
RD-100166,2597,Clearview Ridge,Mid-Low,246599.0,263459.7,2022-05-11,2022-11-01,6,1,1,1164,2010,174,4.5,5.9,Investor,14,Renovated,2022,0,0,1,255242.18804617328,8217.511953826732,1.032194959684095
RD-100167,2751,Oriole Park,Entry,202258.0,207733.0,2024-02-13,2024-03-21,5,3,0,1091,1998,37,4.75,6.1,Investor,26,Not Renovated,2024,0,0,0,210379.99280910735,-2646.9928091073525,0.98741803926427
RD-100168,1804,Lancaster Green,Mid-High,317238.0,325128.3,2018-10-31,2019-03-09,3,2,0,1363,1993,129,3.0,6.5,Investor,31,Renovated,2019,0,0,0,316056.9404506205,9071.3595493795,1.0287016622272112
RD-100169,1098,Oriole Park,Entry,173317.0,169998.0,2023-08-24,2024-01-14,4,2,2,977,1999,143,5.5,5.6,Owner-Occupied,25,Not Renovated,2024,0,0,0,164687.23592715495,5310.76407284505,1.0322475754902714
RD-100170,1683,Westlake,Mid-High,611730.0,602096.0,2022-10-08,2023-03-21,5,1,1,2376,1998,164,4.5,5.9,Owner-Occupied,26,Not Renovated,2023,0,0,1,588749.2839421851,13346.71605781489,1.0226696089860987
RD-100171,2895,Vanier Woods,Mid,502637.0,511945.0,2019-12-25,2020-06-03,5,2,2,2440,1990,161,3.5,6.8,Investor,34,Not Renovated,2020,0,0,0,506274.1717382332,5670.828261766816,1.011201101257638
RD-100172,1725,Timberlands,Mid,496765.0,496851.0,2020-04-05,2020-05-29,6,4,1,2289,1993,54,2.45,9.5,Owner-Occupied,31,Not Renovated,2020,0,0,0,462413.4311795367,34437.56882046332,1.0744735479084573
RD-100173,2570,Lancaster Green,Mid-High,579568.0,622206.9,2019-09-11,2019-10-27,6,2,1,2540,1978,46,3.5,6.8,Owner-Occupied,46,Renovated,2019,0,0,0,623520.4116023413,-1313.5116023413138,0.9978933943814834
RD-100174,1960,Oriole Park,Entry,237299.0,237489.0,2021-03-21,2021-04-21,4,1,0,1155,1992,31,2.0,7.8,Owner-Occupied,32,Not Renovated,2021,0,1,0,228832.6453464847,8656.3546535153,1.0378283205196024
RD-100175,2762,Anders Park,Premium,349248.0,349290.0,2024-04-26,2024-08-20,5,3,0,1354,2001,116,4.75,6.1,Owner-Occupied,23,Not Renovated,2024,0,0,0,323873.86110220925,25416.138897790748,1.0784754250043347
RD-100176,1612,Anders Park,Premium,430885.0,456500.10000000003,2017-08-23,2017-12-04,3,1,1,1667,1981,103,2.75,7.0,Owner-Occupied,43,Renovated,2017,0,0,0,455869.3387107252,630.7612892748439,1.0013836449081195
RD-100177,2966,Westlake,Mid-High,242300.0,241851.0,2023-11-16,2023-12-28,4,4,2,978,1983,42,5.5,5.6,Owner-Occupied,41,Not Renovated,2023,0,0,1,231619.49276022968,10231.507239770319,1.0441737744860786
RD-100178,2485,Anders Park,Premium,288891.0,290779.0,2021-11-25,2021-12-01,4,2,0,938,2010,6,2.0,7.8,Owner-Occupied,14,Not Renovated,2021,0,1,0,270435.1559856245,20343.84401437553,1.0752263289890347
RD-100179,1642,Vanier Woods,Mid,288726.0,308508.9,2019-09-30,2019-11-02,4,1,0,1386,1990,33,3.5,6.8,Investor,34,Renovated,2019,0,0,0,303380.83543325454,5128.064566745481,1.0169030603380802
RD-100180,2792,Anders Park,Premium,498889.0,505430.0,2020-02-16,2020-03-08,6,1,2,1923,2007,21,2.45,9.5,Owner-Occupied,17,Not Renovated,2020,0,0,0,509480.0789965965,-4050.0789965965087,0.9920505645587302
RD-100181,2028,Sunnybrook,Premium,543788.0,576739.8,2018-04-08,2018-07-31,4,2,2,2159,2001,114,3.0,6.5,Owner-Occupied,23,Renovated,2018,0,0,0,581800.8941468721,-5061.094146872056,0.9913009859596495
RD-100182,2241,Anders Park,Premium,485840.0,482542.0,2020-11-14,2021-02-19,6,1,1,1977,2005,97,2.45,9.5,Owner-Occupied,19,Not Renovated,2021,0,1,0,490149.92484612716,-7607.924846127164,0.9844783719011779
RD-100183,1502,Sunnybrook,Premium,430722.0,420480.0,2019-03-10,2019-05-18,2,3,0,1631,2021,69,3.5,6.8,Owner-Occupied,3,Not Renovated,2019,0,0,0,423326.87917226966,-2846.8791722696624,0.9932749860395443
RD-100184,1766,Westlake,Mid-High,277563.0,280639.0,2021-07-11,2021-10-09,4,3,2,990,1986,90,2.0,7.8,Owner-Occupied,38,Not Renovated,2021,0,1,0,258247.96254641947,22391.03745358053,1.0867036364306486
RD-100185,1397,Westlake,Mid-High,617933.0,606869.0,2022-10-19,2023-02-23,3,1,2,2561,2004,127,4.5,5.9,Owner-Occupied,20,Not Renovated,2023,0,0,1,581395.1376420128,25473.862357987207,1.0438150591718096
RD-100186,1870,Sunnybrook,Premium,411646.0,417902.0,2023-11-15,2024-01-10,4,4,2,1546,2005,56,5.5,5.6,Owner-Occupied,19,Not Renovated,2024,0,0,0,418676.8981227669,-774.8981227669283,0.9981491739185004
RD-100187,1794,Timberlands,Mid,527630.0,551915.7000000001,2017-02-21,2017-05-10,2,3,1,2499,1982,78,2.75,7.0,Owner-Occupied,42,Renovated,2017,0,0,0,527976.5224182752,23939.177581724827,1.0453413675897498
RD-100188,1392,Clearview Ridge,Mid-Low,306707.0,312178.0,2019-06-27,2019-10-22,3,4,2,1594,2006,117,3.5,6.8,Owner-Occupied,18,Not Renovated,2019,0,0,0,305982.78096246044,6195.2190375395585,1.0202469531718505
RD-100189,1206,Clearview Ridge,Mid-Low,203196.0,207979.80000000002,2017-12-28,2018-01-23,5,2,2,1061,1993,26,2.75,7.0,Investor,31,Renovated,2018,0,0,0,203951.5837451566,4028.216254843428,1.01975084567069
RD-100190,2038,Vanier Woods,Mid,416454.0,415133.0,2022-05-31,2022-08-19,6,4,0,1813,2019,80,4.5,5.9,Investor,5,Not Renovated,2022,0,0,1,397075.7649541549,18057.235045845096,1.045475540538038
RD-100191,2881,Inglewood,Entry,323909.0,321252.0,2023-02-25,2023-05-31,4,1,0,1790,2017,95,5.5,5.6,Owner-Occupied,7,Not Renovated,2023,0,0,1,324608.24580869684,-3356.24580869684,0.9896606267646239
RD-100192,2577,Westlake,Mid-High,222500.0,237528.90000000002,2023-12-26,2024-06-21,3,4,0,963,1983,178,5.5,5.6,Owner-Occupied,41,Renovated,2024,0,0,0,230479.71553283848,7049.18446716154,1.0305848367213781
RD-100193,1891,Clearview Ridge,Mid-Low,419933.0,416708.0,2019-02-09,2019-05-17,2,2,2,2061,2003,97,3.5,6.8,Owner-Occupied,21,Not Renovated,2019,0,0,0,402739.28968878044,13968.710311219562,1.0346842502553302
RD-100194,2484,Inglewood,Entry,213961.0,210747.0,2023-07-23,2023-08-16,6,3,1,1181,1995,24,5.5,5.6,Investor,29,Not Renovated,2023,0,0,1,214909.54293570077,-4162.542935700767,0.9806311861314313
RD-100195,2714,Westlake,Mid-High,397007.0,391297.0,2016-04-09,2016-04-20,6,4,2,1922,1982,11,2.5,8.1,Owner-Occupied,42,Not Renovated,2016,1,0,0,379303.7611960523,11993.238803947694,1.0316190874726092
RD-100196,2598,Inglewood,Entry,269017.0,268242.0,2020-01-02,2020-03-01,5,2,0,1484,1983,59,2.45,9.5,Owner-Occupied,41,Not Renovated,2020,0,0,0,251568.03038938265,16673.96961061735,1.0662801612144794
RD-100197,1863,Anders Park,Premium,707243.0,733265.4,2022-12-31,2023-04-28,4,3,2,2559,1979,118,4.5,5.9,Owner-Occupied,45,Renovated,2023,0,0,1,712225.7735583729,21039.62644162716,1.0295406698588152
RD-100198,1742,Westlake,Mid-High,597712.0,617683.5,2018-05-13,2018-06-27,4,2,0,2525,1987,45,3.0,6.5,Owner-Occupied,37,Renovated,2018,0,0,0,618549.2906254525,-865.7906254525296,0.9986002883867556
RD-100199,2264,Timberlands,Mid,413579.0,423114.0,2020-07-16,2020-07-27,6,3,1,2034,2010,11,2.45,9.5,Owner-Occupied,14,Not Renovated,2020,0,0,0,422134.9280355239,979.0719644760829,1.0023193341736312
RD-100200,1563,Clearview Ridge,Mid-Low,406711.0,418239.0,2015-09-27,2015-12-20,5,4,1,2368,2011,84,2.75,7.2,Owner-Occupied,13,Not Renovated,2015,1,0,0,417761.44488572015,477.5551142798504,1.0011431287403998
RD-100201,2020,Eastview Estates,Mid-Low,392903.0,404675.25,2022-03-16,2022-04-08,6,3,0,1854,2010,23,4.5,5.9,Investor,14,Renovated,2022,0,0,1,400953.20017953013,3722.049820469867,1.0092830031505007
RD-100202,1095,Oriole Park,Entry,157580.0,169774.5,2016-06-12,2016-10-05,2,2,1,1013,1985,115,2.5,8.1,Investor,39,Renovated,2016,1,0,0,160508.51048208826,9265.989517911745,1.0577289608512426
RD-100203,2923,Oriole Park,Entry,271002.0,280701.75,2017-07-12,2017-10-13,2,3,0,1481,2015,93,2.75,7.0,Owner-Occupied,9,Renovated,2017,0,0,0,282444.4611542503,-1742.7111542503117,0.9938298979306287
RD-100204,2757,Inglewood,Entry,359623.0,363048.0,2022-01-04,2022-03-27,2,2,2,1992,2012,82,4.5,5.9,Owner-Occupied,12,Not Renovated,2022,0,0,1,366440.44632179226,-3392.4463217922603,0.9907421619096786
RD-100205,1484,Timberlands,Mid,461955.0,492940.35000000003,2023-01-30,2023-07-08,2,1,0,2054,1977,159,5.5,5.6,Investor,47,Renovated,2023,0,0,1,463075.6918224592,29864.658177540812,1.064491958236907
RD-100206,2430,Lancaster Green,Mid-High,529646.0,542007.0,2017-12-20,2018-06-09,6,4,2,2470,2015,171,2.75,7.0,Owner-Occupied,9,Not Renovated,2018,0,0,0,505717.2268200312,36289.77317996882,1.071759021159236
RD-100207,1230,Vanier Woods,Mid,448105.0,436273.0,2021-02-12,2021-05-02,3,4,1,1889,2004,79,2.0,7.8,Owner-Occupied,20,Not Renovated,2021,0,1,0,443934.1706461277,-7661.170646127721,0.9827425524938141
RD-100208,1748,Eastview Estates,Mid-Low,345099.0,367101.0,2019-12-06,2020-03-26,3,3,2,1851,1984,111,3.5,6.8,Investor,40,Renovated,2020,0,0,0,369609.17953800136,-2508.1795380013646,0.9932139684919717
RD-100209,2678,Clearview Ridge,Mid-Low,238142.0,246561.0,2023-03-27,2023-06-28,4,1,1,1167,1990,93,5.5,5.6,Investor,34,Renovated,2023,0,0,1,248859.83976922318,-2298.839769223181,0.9907625120575703
RD-100210,2194,Anders Park,Premium,244438.0,249796.0,2017-10-12,2017-11-22,4,4,2,1003,2001,41,2.75,7.0,Owner-Occupied,23,Not Renovated,2017,0,0,0,251953.64753736355,-2157.6475373635476,0.9914363314107466
RD-100211,1540,Inglewood,Entry,390037.0,408723.0,2016-10-16,2017-01-12,4,2,0,2376,2006,88,2.5,8.1,Owner-Occupied,18,Renovated,2017,0,0,0,398165.14637795376,10557.853622046241,1.0265162677298336
RD-100212,2059,Eastview Estates,Mid-Low,203393.0,199917.0,2024-11-09,2025-01-31,2,4,2,947,2004,83,4.75,6.1,Owner-Occupied,20,Not Renovated,2025,0,0,0,196846.30959890166,3070.6904010983417,1.0155994308826781
RD-100213,1524,Sunnybrook,Premium,364886.0,356293.0,2018-12-16,2019-01-02,5,4,1,1476,2009,17,3.0,6.5,Owner-Occupied,15,Not Renovated,2019,0,0,0,347220.45666752517,9072.54333247483,1.0261290576584954
RD-100214,2183,Timberlands,Mid,443852.0,445498.0,2016-07-02,2016-09-12,5,3,0,2464,2000,72,2.5,8.1,Owner-Occupied,24,Not Renovated,2016,1,0,0,412139.39261515933,33358.60738484067,1.0809401090567183
RD-100215,2862,Vanier Woods,Mid,227673.0,229357.0,2019-01-24,2019-06-19,5,4,2,1050,1992,146,3.5,6.8,Owner-Occupied,32,Not Renovated,2019,0,0,0,228107.0751147256,1249.9248852744058,1.0054795533397891
RD-100216,2722,Westlake,Mid-High,311078.0,315837.0,2021-11-07,2021-12-12,5,3,1,1098,2010,35,2.0,7.8,Owner-Occupied,14,Not Renovated,2021,0,1,0,306530.29534127045,9306.704658729548,1.0303614513807455
RD-100217,2266,Oriole Park,Entry,290412.0,287503.0,2017-03-26,2017-09-01,6,1,0,1722,1977,159,2.75,7.0,Owner-Occupied,47,Not Renovated,2017,0,0,0,283124.5902129415,4378.409787058481,1.0154646044123734
RD-100218,2109,Eastview Estates,Mid-Low,231539.0,230052.0,2020-04-24,2020-09-08,6,2,1,1205,2014,137,2.45,9.5,Owner-Occupied,10,Not Renovated,2020,0,0,0,223211.1692414232,6840.830758576805,1.0306473496905426
RD-100219,2819,Inglewood,Entry,312175.0,318089.0,2021-11-30,2022-02-19,6,4,2,1588,2011,81,2.0,7.8,Owner-Occupied,13,Not Renovated,2022,0,0,1,308285.8571706228,9803.142829377204,1.0317988730308558
RD-100220,1577,Anders Park,Premium,443915.0,446496.0,2019-02-17,2019-05-17,6,3,2,1753,2019,89,3.5,6.8,Owner-Occupied,5,Not Renovated,2019,0,0,0,418446.63502253854,28049.36497746146,1.0670321198208481
RD-100221,1681,Inglewood,Entry,342278.0,344928.0,2017-12-23,2018-06-13,3,1,2,2082,2005,172,2.75,7.0,Owner-Occupied,19,Not Renovated,2018,0,0,0,326947.37643362064,17980.623566379363,1.0549954667399815
RD-100222,1556,Westlake,Mid-High,673418.0,653981.0,2021-12-13,2022-03-25,3,1,2,2582,2019,102,2.0,7.8,Investor,5,Not Renovated,2022,0,0,1,612051.1842330201,41929.81576697994,1.068507041317996
RD-100223,2597,Westlake,Mid-High,418228.0,427583.0,2018-07-08,2018-10-28,3,4,2,1745,2014,112,3.0,6.5,Owner-Occupied,10,Not Renovated,2018,0,0,0,401742.7181682371,25840.281831762928,1.064320473435294
RD-100224,2976,Westlake,Mid-High,475030.0,469722.0,2023-04-02,2023-04-22,3,3,2,1962,2005,20,5.5,5.6,Owner-Occupied,19,Not Renovated,2023,0,0,1,477847.1281085787,-8125.128108578676,0.9829963860183911
