LINC,Listing_Number,Address,Community,Property_Type,Bedrooms,Bathrooms,Listing_Price,Year_Built,Square_Feet,Latitude,Longitude
LINC-100207,CGL-200207,"9445 Centre St N, Calgary, AB",Mahogany,Condo,4,2.5,688997,1970,1317,50.88773,-114.04076
LINC-100208,CGL-200208,"2367 Memorial Dr NE, Calgary, AB",Tuscany,Detached,4,3.6,831478,1963,3413,50.866555,-114.26592
LINC-100209,CGL-200209,"8552 Memorial Dr NE, Calgary, AB",Beltline,Condo,1,3.3,536042,2007,2602,51.017195,-114.29024
LINC-100210,CGL-200210,"2514 Memorial Dr NE, Calgary, AB",Mahogany,Detached,2,3.5,1177601,1994,609,51.06014,-113.96076
LINC-100211,CGL-200211,"6897 17 Ave SW, Calgary, AB",Mahogany,Townhouse,3,1.7,335569,1997,1419,51.02479,-113.94964
LINC-100212,CGL-200212,"561 MacLeod Trail SE, Calgary, AB",Beltline,Townhouse,3,3.4,394283,1954,1675,51.11838,-113.91816
LINC-100213,CGL-200213,"7840 Elbow Dr SW, Calgary, AB",Seton,Detached,4,2.3,255506,1960,577,51.01891,-113.92568
LINC-100214,CGL-200214,"4293 8 Ave NE, Calgary, AB",Seton,Detached,5,3.8,888457,2017,2233,50.86372,-114.05232
LINC-100215,CGL-200215,"1921 Memorial Dr NE, Calgary, AB",Tuscany,Detached,3,1.4,500021,2003,3117,50.93022,-114.10788
LINC-100216,CGL-200216,"7589 17 Ave SW, Calgary, AB",Beltline,Condo,5,2.6,912652,2015,2855,50.891685,-113.95632
LINC-100217,CGL-200217,"4063 Elbow Dr SW, Calgary, AB",Brentwood,Condo,4,1.0,619954,1980,2837,51.00463,-114.28072
LINC-100218,CGL-200218,"6925 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,1,2.6,628120,1958,2654,51.0719,-114.05692
LINC-100219,CGL-200219,"9014 Crowchild Trail NW, Calgary, AB",Seton,Townhouse,5,1.1,1165754,2010,678,50.91272,-113.93576
LINC-100220,CGL-200220,"6438 MacLeod Trail SE, Calgary, AB",Tuscany,Townhouse,1,2.1,320841,1994,1487,50.8717,-113.91436
LINC-100221,CGL-200221,"1798 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,3,1.4,619412,2019,1886,51.0467,-114.15124
LINC-100222,CGL-200222,"2968 Memorial Dr NE, Calgary, AB",Seton,Townhouse,4,3.9,751776,1973,1052,50.8591,-114.19188
LINC-100223,CGL-200223,"1133 Elbow Dr SW, Calgary, AB",Seton,Condo,1,1.9,295934,1975,671,51.084885,-113.95248
LINC-100224,CGL-200224,"5270 MacLeod Trail SE, Calgary, AB",Signal Hill,Condo,5,2.4,288399,1974,1671,51.071165,-113.96208
LINC-100225,CGL-200225,"5948 Memorial Dr NE, Calgary, AB",Seton,Detached,3,1.8,1088171,1997,2289,51.017895,-114.24668
LINC-100226,CGL-200226,"6653 Elbow Dr SW, Calgary, AB",Mahogany,Condo,3,3.9,770306,2013,2004,50.883915,-114.27552
LINC-100229,CGL-200229,"7081 8 Ave NE, Calgary, AB",Panorama Hills,Condo,3,2.3,1012120,1995,3018,51.12741,-114.13116
LINC-100231,CGL-200231,"2721 17 Ave SW, Calgary, AB",Brentwood,Townhouse,4,1.1,320499,1980,3142,51.128915,-114.01488
LINC-100232,CGL-200232,"6101 MacLeod Trail SE, Calgary, AB",Mahogany,Townhouse,1,2.8,962048,2007,2019,51.034485,-114.2392
LINC-100233,CGL-200233,"6195 Centre St N, Calgary, AB",Seton,Detached,5,1.4,634774,2000,1787,51.158,-114.08228
LINC-100234,CGL-200234,"4666 8 Ave NE, Calgary, AB",Beltline,Detached,2,2.5,655785,2021,982,51.19335,-113.95336
LINC-100235,CGL-200235,"4388 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,4,1.6,891599,1986,3342,51.056745,-114.27584
LINC-100236,CGL-200236,"8147 8 Ave NE, Calgary, AB",Beltline,Detached,1,2.4,1192333,2006,859,51.091325,-114.181
LINC-100237,CGL-200237,"5336 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,1,2.6,554466,1988,1145,51.03088,-114.14632
LINC-100238,CGL-200238,"2952 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,2,1.4,460743,1967,1469,51.116,-114.23352
LINC-100239,CGL-200239,"8194 17 Ave SW, Calgary, AB",Tuscany,Townhouse,5,2.1,1092700,2020,1031,50.94387,-114.01296
LINC-100241,CGL-200241,"1308 8 Ave NE, Calgary, AB",Tuscany,Townhouse,1,2.3,963145,2016,1911,50.9795,-113.9966
LINC-100242,CGL-200242,"2202 Memorial Dr NE, Calgary, AB",Seton,Townhouse,5,1.5,385300,2005,2559,51.095735,-114.23212
LINC-100243,CGL-200243,"1007 Memorial Dr NE, Calgary, AB",Beltline,Townhouse,2,1.9,419834,1991,3405,51.079005,-114.11868
LINC-100244,CGL-200244,"3794 MacLeod Trail SE, Calgary, AB",Signal Hill,Condo,1,1.8,915905,2020,1624,50.94121,-114.2408
LINC-100245,CGL-200245,"2150 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,5,1.3,922124,1971,2924,50.942225,-113.98684
LINC-100246,CGL-200246,"9613 8 Ave NE, Calgary, AB",Brentwood,Townhouse,5,3.2,884534,1993,2808,50.924235,-113.93808
LINC-100247,CGL-200247,"774 Memorial Dr NE, Calgary, AB",Seton,Detached,1,1.1,922612,2023,1584,51.014745,-114.0386
LINC-100249,CGL-200249,"5049 Centre St N, Calgary, AB",Brentwood,Townhouse,4,1.9,326517,1957,1147,51.10704,-114.2456
LINC-100250,CGL-200250,"7302 Centre St N, Calgary, AB",Mahogany,Condo,2,2.0,400647,1990,3442,51.157615,-114.10752
LINC-100251,CGL-200251,"5331 Elbow Dr SW, Calgary, AB",Seton,Condo,4,1.4,638539,2015,2800,51.002285,-114.2752
LINC-100252,CGL-200252,"1839 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,1,1.8,509961,1968,896,51.136125,-114.13164
LINC-100253,CGL-200253,"929 MacLeod Trail SE, Calgary, AB",Mahogany,Townhouse,4,1.7,1157340,1970,1841,50.97355,-114.14608
LINC-100254,CGL-200254,"9564 Elbow Dr SW, Calgary, AB",Tuscany,Detached,2,2.5,789728,2009,2542,51.186595,-114.14356
LINC-100255,CGL-200255,"5155 Centre St N, Calgary, AB",Beltline,Detached,4,2.5,502422,1977,2889,51.03921,-114.04376
LINC-100256,CGL-200256,"5881 17 Ave SW, Calgary, AB",Beltline,Condo,4,2.8,1133791,2010,1670,51.155025,-113.95904
LINC-100257,CGL-200257,"8893 17 Ave SW, Calgary, AB",Seton,Detached,4,1.4,527319,1996,2151,51.13581,-114.21976
LINC-100258,CGL-200258,"6095 17 Ave SW, Calgary, AB",Mahogany,Detached,5,2.7,630133,2020,1682,50.91741,-113.914
LINC-100259,CGL-200259,"1304 Centre St N, Calgary, AB",Signal Hill,Condo,5,1.8,903516,1965,1027,50.935785,-113.98824
LINC-100260,CGL-200260,"1684 Centre St N, Calgary, AB",Tuscany,Condo,5,3.8,1041638,1968,1315,51.025035,-114.20304
LINC-100261,CGL-200261,"9970 Crowchild Trail NW, Calgary, AB",Mahogany,Townhouse,1,1.1,393693,1992,2440,51.041485,-114.25836
LINC-100262,CGL-200262,"8608 Centre St N, Calgary, AB",Brentwood,Townhouse,5,1.4,892848,1990,1165,50.88101,-114.22124
LINC-100263,CGL-200263,"6538 Crowchild Trail NW, Calgary, AB",Panorama Hills,Condo,5,2.0,1118524,2015,2680,50.90558,-114.04028
LINC-100264,CGL-200264,"8125 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,4,3.4,636251,1992,3259,50.87163,-114.02052
LINC-100265,CGL-200265,"1895 Centre St N, Calgary, AB",Signal Hill,Condo,1,2.8,528428,2023,1432,51.07603,-114.07236
LINC-100266,CGL-200266,"941 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,5,2.9,899840,1998,1105,51.0915,-114.298
LINC-100267,CGL-200267,"4068 17 Ave SW, Calgary, AB",Signal Hill,Townhouse,1,1.6,712462,1990,2215,51.09353,-114.10356
LINC-100268,CGL-200268,"2581 Centre St N, Calgary, AB",Panorama Hills,Detached,4,2.5,891181,2010,3479,51.06231,-114.28444
LINC-100269,CGL-200269,"1120 Elbow Dr SW, Calgary, AB",Brentwood,Townhouse,2,2.7,944395,2011,2652,51.065355,-113.96772
LINC-100270,CGL-200270,"6273 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,5,2.0,621496,1983,2998,50.893995,-114.24032
LINC-100271,CGL-200271,"8032 8 Ave NE, Calgary, AB",Brentwood,Condo,5,1.9,562071,1986,3387,50.976035,-114.02632
LINC-100272,CGL-200272,"3496 Elbow Dr SW, Calgary, AB",Panorama Hills,Condo,3,2.4,837713,1985,1678,51.13833,-113.9398
LINC-100273,CGL-200273,"2096 Crowchild Trail NW, Calgary, AB",Panorama Hills,Townhouse,4,3.7,663697,1994,1099,50.99847,-113.9754
LINC-100274,CGL-200274,"4858 17 Ave SW, Calgary, AB",Tuscany,Townhouse,1,2.0,713864,1982,2462,50.885385,-114.06668
LINC-100275,CGL-200275,"3605 8 Ave NE, Calgary, AB",Seton,Townhouse,3,3.8,979988,1984,1062,51.107075,-114.26668
LINC-100276,CGL-200276,"1889 Crowchild Trail NW, Calgary, AB",Panorama Hills,Townhouse,2,1.7,952371,2017,1424,50.92441,-114.10076
LINC-100277,CGL-200277,"3914 17 Ave SW, Calgary, AB",Beltline,Condo,3,3.2,355428,1967,521,51.068365,-114.18268
LINC-100278,CGL-200278,"9116 8 Ave NE, Calgary, AB",Mahogany,Townhouse,4,2.4,459144,1986,1815,50.9641,-113.97384
LINC-100280,CGL-200280,"6946 Memorial Dr NE, Calgary, AB",Brentwood,Detached,4,3.4,445361,1987,653,51.00246,-114.19488
LINC-100281,CGL-200281,"251 MacLeod Trail SE, Calgary, AB",Signal Hill,Townhouse,1,3.8,601317,1986,2361,50.894485,-114.20768
LINC-100282,CGL-200282,"9001 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,5,2.4,452177,1964,1854,51.19209,-114.27064
LINC-100283,CGL-200283,"2762 Elbow Dr SW, Calgary, AB",Mahogany,Townhouse,3,3.2,264768,1993,1708,50.922905,-113.92584
LINC-100284,CGL-200284,"9402 Elbow Dr SW, Calgary, AB",Seton,Detached,2,2.8,919752,2001,2251,50.98629,-114.2496
LINC-100285,CGL-200285,"8542 MacLeod Trail SE, Calgary, AB",Beltline,Condo,1,1.6,397442,2011,1825,51.173505,-114.0408
LINC-100286,CGL-200286,"4164 17 Ave SW, Calgary, AB",Tuscany,Condo,2,2.3,529963,1992,1736,51.01541,-114.01292
LINC-100287,CGL-200287,"9643 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,3,3.0,976420,1980,754,50.93918,-114.26964
LINC-100288,CGL-200288,"2036 Centre St N, Calgary, AB",Tuscany,Detached,4,3.1,1188599,1989,3327,50.854445,-114.1038
LINC-100289,CGL-200289,"2023 Elbow Dr SW, Calgary, AB",Tuscany,Condo,5,1.7,390057,2011,1127,50.95857,-113.92536
LINC-100290,CGL-200290,"7554 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,4,3.1,743699,2018,3220,50.938305,-113.96408
LINC-100291,CGL-200291,"3678 Memorial Dr NE, Calgary, AB",Brentwood,Townhouse,5,3.6,335847,2017,2329,50.88031,-114.05404
LINC-100292,CGL-200292,"8753 Elbow Dr SW, Calgary, AB",Tuscany,Detached,5,1.3,1119032,2020,2570,51.06875,-114.12452
LINC-100293,CGL-200293,"3412 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,2,2.0,795617,2006,976,51.17893,-114.04156
LINC-100294,CGL-200294,"3465 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,1,3.7,717122,1957,2357,50.881045,-114.15496
LINC-100295,CGL-200295,"2261 Crowchild Trail NW, Calgary, AB",Mahogany,Condo,5,1.2,734838,1989,3462,50.97747,-114.05872
LINC-100298,CGL-200298,"6987 MacLeod Trail SE, Calgary, AB",Mahogany,Condo,4,2.1,965894,2019,1044,51.18278,-113.95184
LINC-100299,CGL-200299,"5797 17 Ave SW, Calgary, AB",Brentwood,Townhouse,4,2.6,1013214,1978,514,51.108475,-114.27724
LINC-100300,CGL-200300,"472 MacLeod Trail SE, Calgary, AB",Mahogany,Townhouse,5,2.3,647700,1979,1513,50.86288,-114.13096
LINC-100301,CGL-200301,"7646 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,2,3.8,1010242,1964,631,50.912755,-114.24576
LINC-100302,CGL-200302,"6968 Crowchild Trail NW, Calgary, AB",Seton,Detached,2,1.6,355797,1954,2328,51.101055,-114.29876
LINC-100303,CGL-200303,"9894 Elbow Dr SW, Calgary, AB",Panorama Hills,Detached,2,3.2,671805,2006,1459,51.083065,-113.91664
LINC-100304,CGL-200304,"8943 8 Ave NE, Calgary, AB",Seton,Detached,2,2.5,553314,1979,3496,50.94359,-114.05524
LINC-100305,CGL-200305,"9538 MacLeod Trail SE, Calgary, AB",Signal Hill,Townhouse,3,1.7,1168823,1968,3204,51.198565,-114.24624
LINC-100306,CGL-200306,"8640 8 Ave NE, Calgary, AB",Mahogany,Condo,3,1.2,870407,1972,3064,50.97656,-114.28064
LINC-100307,CGL-200307,"7099 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,3,3.8,953953,1998,2648,50.912405,-114.2486
LINC-100308,CGL-200308,"5322 Elbow Dr SW, Calgary, AB",Mahogany,Condo,2,1.9,442811,2018,2439,51.034905,-114.10964
LINC-100309,CGL-200309,"4048 Memorial Dr NE, Calgary, AB",Brentwood,Condo,2,3.4,310423,2021,2190,51.159155,-114.13704
LINC-100310,CGL-200310,"6924 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,4,1.7,463214,1992,3148,51.19377,-114.14364
LINC-100311,CGL-200311,"1395 Centre St N, Calgary, AB",Seton,Condo,1,2.6,1119695,1974,711,50.85231,-113.99472
LINC-100312,CGL-200312,"4498 Centre St N, Calgary, AB",Panorama Hills,Townhouse,5,1.1,326319,1974,2906,51.140395,-114.29424
LINC-100313,CGL-200313,"9256 8 Ave NE, Calgary, AB",Mahogany,Detached,3,1.9,266078,1977,1278,51.114705,-114.03372
LINC-100314,CGL-200314,"2022 Elbow Dr SW, Calgary, AB",Seton,Condo,2,3.1,987954,1976,2124,50.85812,-114.25224
LINC-100315,CGL-200315,"4021 Crowchild Trail NW, Calgary, AB",Tuscany,Condo,4,2.4,930233,1995,1763,51.065495,-114.29052
LINC-100316,CGL-200316,"4385 MacLeod Trail SE, Calgary, AB",Signal Hill,Condo,4,1.3,1007505,2010,1811,50.97523,-114.19468
LINC-100317,CGL-200317,"3428 MacLeod Trail SE, Calgary, AB",Tuscany,Condo,1,2.7,482022,1968,566,50.85105,-114.22712
LINC-100318,CGL-200318,"4372 Crowchild Trail NW, Calgary, AB",Signal Hill,Townhouse,4,1.9,455721,1992,1442,50.981495,-114.00684
LINC-100319,CGL-200319,"6323 Crowchild Trail NW, Calgary, AB",Seton,Detached,4,2.7,968113,1993,1554,50.858015,-113.95444
LINC-100320,CGL-200320,"8105 Elbow Dr SW, Calgary, AB",Panorama Hills,Townhouse,4,2.4,1018367,1995,1193,51.102735,-114.24864
LINC-100321,CGL-200321,"2393 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,2,3.8,818471,1957,2646,50.923255,-114.2852
LINC-100322,CGL-200322,"654 Memorial Dr NE, Calgary, AB",Seton,Detached,1,3.3,682424,1967,3083,50.86764,-114.26748
LINC-100323,CGL-200323,"3891 17 Ave SW, Calgary, AB",Panorama Hills,Detached,1,1.7,728160,1997,747,51.09563,-113.97132
LINC-100324,CGL-200324,"8016 Elbow Dr SW, Calgary, AB",Mahogany,Detached,1,2.6,681319,1951,568,51.016985,-114.13064
LINC-100325,CGL-200325,"8773 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,3,1.1,1102657,2005,1234,50.882445,-114.12276
LINC-100326,CGL-200326,"1853 17 Ave SW, Calgary, AB",Signal Hill,Detached,2,1.6,802029,1982,1951,50.98545,-114.1504
LINC-100327,CGL-200327,"4479 Memorial Dr NE, Calgary, AB",Mahogany,Detached,3,3.9,731294,2022,1496,50.982825,-114.0026
LINC-100328,CGL-200328,"3800 MacLeod Trail SE, Calgary, AB",Panorama Hills,Detached,1,1.3,647687,1998,2763,50.9319,-113.98804
LINC-100329,CGL-200329,"7898 17 Ave SW, Calgary, AB",Panorama Hills,Detached,2,1.2,1136392,2005,3141,50.931305,-113.97604
LINC-100330,CGL-200330,"5527 Crowchild Trail NW, Calgary, AB",Seton,Detached,5,3.8,490927,1977,3335,50.86932,-114.13368
LINC-100331,CGL-200331,"9386 Centre St N, Calgary, AB",Tuscany,Detached,1,3.1,543992,2019,2808,51.191145,-113.94368
LINC-100332,CGL-200332,"639 8 Ave NE, Calgary, AB",Seton,Condo,1,3.9,865551,1968,3419,51.090345,-113.92352
LINC-100334,CGL-200334,"8956 MacLeod Trail SE, Calgary, AB",Mahogany,Townhouse,2,3.4,972794,1960,2551,50.91307,-114.09388
LINC-100335,CGL-200335,"5766 17 Ave SW, Calgary, AB",Beltline,Condo,2,3.5,607137,2000,1836,51.193385,-114.02968
LINC-100336,CGL-200336,"585 Elbow Dr SW, Calgary, AB",Tuscany,Condo,4,1.7,829902,1998,2268,51.05055,-114.11152
LINC-100337,CGL-200337,"3143 Elbow Dr SW, Calgary, AB",Signal Hill,Townhouse,4,1.3,898665,1987,1509,50.864735,-114.09604
LINC-100338,CGL-200338,"1304 17 Ave SW, Calgary, AB",Tuscany,Detached,4,3.1,914693,1969,2095,51.092795,-114.13636
LINC-100339,CGL-200339,"5288 MacLeod Trail SE, Calgary, AB",Beltline,Detached,1,3.8,716339,1996,1604,51.18474,-113.95624
LINC-100340,CGL-200340,"1774 8 Ave NE, Calgary, AB",Beltline,Detached,4,2.3,831687,2015,2171,51.162795,-113.96664
LINC-100341,CGL-200341,"1792 17 Ave SW, Calgary, AB",Beltline,Condo,5,1.3,877094,1991,2077,50.97873,-113.94332
LINC-100342,CGL-200342,"302 MacLeod Trail SE, Calgary, AB",Mahogany,Condo,1,3.2,836716,1981,2842,51.057165,-114.23288
LINC-100343,CGL-200343,"8637 8 Ave NE, Calgary, AB",Panorama Hills,Condo,2,1.4,565759,1984,2519,50.915555,-114.25808
LINC-100344,CGL-200344,"2490 17 Ave SW, Calgary, AB",Brentwood,Condo,3,2.3,757753,1959,1979,51.00498,-114.14216
LINC-100345,CGL-200345,"4223 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,4,2.8,455047,2008,938,50.956225,-114.28692
LINC-100346,CGL-200346,"2319 MacLeod Trail SE, Calgary, AB",Beltline,Condo,3,3.5,648343,1992,2303,51.1909,-114.127
LINC-100347,CGL-200347,"5584 Centre St N, Calgary, AB",Seton,Townhouse,5,1.4,586241,1975,2462,51.08744,-113.99704
LINC-100348,CGL-200348,"5247 8 Ave NE, Calgary, AB",Mahogany,Condo,3,3.2,913646,2012,2858,51.19524,-114.14068
LINC-100349,CGL-200349,"4071 MacLeod Trail SE, Calgary, AB",Mahogany,Condo,4,2.1,841240,1975,2925,51.08478,-114.13904
LINC-100350,CGL-200350,"9039 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,1,3.9,734045,1976,2295,50.984645,-114.09248
LINC-100351,CGL-200351,"4873 Memorial Dr NE, Calgary, AB",Panorama Hills,Detached,4,3.0,395939,1988,1491,51.175255,-113.91884
LINC-100352,CGL-200352,"4239 Elbow Dr SW, Calgary, AB",Brentwood,Townhouse,4,3.4,327558,2007,2949,50.986045,-113.9678
LINC-100353,CGL-200353,"7951 Crowchild Trail NW, Calgary, AB",Mahogany,Townhouse,5,3.8,1161877,2003,2726,50.998505,-114.0756
LINC-100354,CGL-200354,"702 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,5,2.8,339110,1963,1516,51.1412,-114.0842
LINC-100355,CGL-200355,"5916 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,1,2.7,926364,2001,1858,50.872085,-114.07952
LINC-100356,CGL-200356,"7152 17 Ave SW, Calgary, AB",Beltline,Detached,3,1.7,1033132,2016,2785,51.026295,-114.22868
LINC-100357,CGL-200357,"9611 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,4,2.1,735556,2014,1117,51.181555,-114.02652
LINC-100358,CGL-200358,"5751 17 Ave SW, Calgary, AB",Mahogany,Detached,3,2.2,340025,1964,3490,51.17767,-113.91636
LINC-100359,CGL-200359,"2421 MacLeod Trail SE, Calgary, AB",Tuscany,Condo,4,3.4,796428,2011,1926,51.0467,-114.24212
LINC-100360,CGL-200360,"7901 17 Ave SW, Calgary, AB",Mahogany,Townhouse,4,2.0,564849,1955,3411,51.113095,-114.03872
LINC-100361,CGL-200361,"1985 17 Ave SW, Calgary, AB",Seton,Condo,1,3.0,422337,1981,2613,50.91818,-114.26368
LINC-100362,CGL-200362,"2958 Crowchild Trail NW, Calgary, AB",Brentwood,Condo,5,2.3,734498,1979,2159,51.14169,-113.9784
LINC-100363,CGL-200363,"3122 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,4,2.2,1023207,1975,2341,51.14666,-113.98028
LINC-100364,CGL-200364,"9802 Centre St N, Calgary, AB",Mahogany,Detached,2,1.6,1038870,1958,2864,51.18754,-114.16376
LINC-100365,CGL-200365,"1767 Memorial Dr NE, Calgary, AB",Seton,Townhouse,2,2.1,456647,2008,966,50.96438,-114.23672
LINC-100366,CGL-200366,"4398 Elbow Dr SW, Calgary, AB",Seton,Condo,5,3.9,578628,1999,3003,51.061365,-114.22884
LINC-100367,CGL-200367,"6531 Crowchild Trail NW, Calgary, AB",Beltline,Condo,3,3.5,897351,1972,3259,51.129685,-113.99968
LINC-100368,CGL-200368,"4973 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,2,1.9,500161,1989,979,50.85371,-113.98664
LINC-100369,CGL-200369,"3099 MacLeod Trail SE, Calgary, AB",Panorama Hills,Detached,5,2.2,875397,1967,2854,50.916675,-114.09712
LINC-100370,CGL-200370,"6386 Centre St N, Calgary, AB",Brentwood,Condo,5,3.1,926604,1972,2772,51.09094,-114.23704
LINC-100371,CGL-200371,"2833 Centre St N, Calgary, AB",Tuscany,Detached,2,1.9,722908,1956,1970,51.04649,-113.9962
LINC-100372,CGL-200372,"257 Centre St N, Calgary, AB",Brentwood,Detached,4,3.9,779990,2013,2175,51.03431,-114.23732
LINC-100374,CGL-200374,"4885 17 Ave SW, Calgary, AB",Tuscany,Detached,5,1.9,1068665,2008,2816,51.08065,-114.22864
LINC-100375,CGL-200375,"8215 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,5,1.3,1062764,2019,2002,50.980305,-114.09512
LINC-100376,CGL-200376,"8980 Memorial Dr NE, Calgary, AB",Seton,Detached,4,2.6,695807,1963,3177,50.883075,-113.96272
LINC-100377,CGL-200377,"4155 MacLeod Trail SE, Calgary, AB",Seton,Detached,4,1.8,1154081,1961,2298,51.142775,-113.96932
LINC-100378,CGL-200378,"2023 Memorial Dr NE, Calgary, AB",Seton,Detached,2,3.4,866482,1994,3411,51.190305,-113.90512
LINC-100379,CGL-200379,"7115 8 Ave NE, Calgary, AB",Signal Hill,Detached,2,3.4,1094565,1957,2835,51.197375,-114.04096
LINC-100380,CGL-200380,"5847 Crowchild Trail NW, Calgary, AB",Tuscany,Townhouse,5,1.5,988253,1987,1685,50.856685,-114.18612
LINC-100381,CGL-200381,"9483 MacLeod Trail SE, Calgary, AB",Seton,Townhouse,1,1.4,1036530,2002,742,51.095035,-114.02688
LINC-100382,CGL-200382,"4643 Memorial Dr NE, Calgary, AB",Panorama Hills,Detached,2,1.7,995951,1991,1513,51.182115,-114.07608
LINC-100383,CGL-200383,"6534 Centre St N, Calgary, AB",Brentwood,Townhouse,3,2.9,643396,2007,809,50.981565,-114.13496
LINC-100384,CGL-200384,"1625 Centre St N, Calgary, AB",Signal Hill,Townhouse,3,3.1,1169933,1997,2362,51.137035,-113.93376
LINC-100385,CGL-200385,"8096 MacLeod Trail SE, Calgary, AB",Signal Hill,Detached,1,3.2,730718,1995,759,50.96375,-114.2354
LINC-100386,CGL-200386,"8856 Centre St N, Calgary, AB",Brentwood,Condo,2,2.5,588548,1986,1883,50.916325,-114.29964
LINC-100387,CGL-200387,"9067 Crowchild Trail NW, Calgary, AB",Brentwood,Townhouse,4,3.4,1187589,1956,688,51.17431,-114.22232
LINC-100388,CGL-200388,"1731 Elbow Dr SW, Calgary, AB",Seton,Condo,1,1.4,1149312,1970,2307,51.032315,-114.24776
LINC-100389,CGL-200389,"7579 17 Ave SW, Calgary, AB",Mahogany,Detached,2,3.6,566528,1970,1622,51.179385,-113.9948
LINC-100390,CGL-200390,"1629 Elbow Dr SW, Calgary, AB",Tuscany,Condo,1,2.1,1197703,1971,712,51.1055,-114.14152
LINC-100391,CGL-200391,"6593 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,2,2.3,345629,1962,504,50.953635,-114.28768
LINC-100392,CGL-200392,"3596 Centre St N, Calgary, AB",Beltline,Detached,5,1.7,963013,2006,538,51.02276,-114.17448
LINC-100394,CGL-200394,"6376 17 Ave SW, Calgary, AB",Panorama Hills,Detached,1,1.9,1173783,1988,1061,51.161465,-114.26804
LINC-100395,CGL-200395,"6370 Memorial Dr NE, Calgary, AB",Seton,Detached,2,1.2,840653,1951,2999,50.937185,-114.0786
LINC-100396,CGL-200396,"2788 Centre St N, Calgary, AB",Tuscany,Townhouse,2,2.9,408727,2002,3023,51.17683,-113.96012
LINC-100397,CGL-200397,"7348 Memorial Dr NE, Calgary, AB",Brentwood,Detached,1,1.4,379139,1999,1939,51.09059,-114.02084
LINC-100398,CGL-200398,"7135 MacLeod Trail SE, Calgary, AB",Seton,Detached,2,1.8,338341,1981,2766,50.979745,-113.91488
LINC-100399,CGL-200399,"9946 Crowchild Trail NW, Calgary, AB",Panorama Hills,Townhouse,3,3.3,974016,1953,3196,50.952235,-114.21916
LINC-100400,CGL-200400,"5042 8 Ave NE, Calgary, AB",Signal Hill,Townhouse,5,1.6,660780,1987,3146,50.86162,-114.21412
LINC-100401,CGL-200401,"994 Memorial Dr NE, Calgary, AB",Seton,Detached,4,2.2,502792,2013,3113,51.17053,-114.11748
LINC-100402,CGL-200402,"9830 17 Ave SW, Calgary, AB",Signal Hill,Detached,3,3.8,388394,1999,2828,51.101055,-114.08668
LINC-100403,CGL-200403,"6995 MacLeod Trail SE, Calgary, AB",Signal Hill,Townhouse,2,3.3,1057788,1959,568,51.09927,-114.20432
LINC-100404,CGL-200404,"9723 17 Ave SW, Calgary, AB",Beltline,Condo,2,1.1,313406,2000,2575,50.940125,-114.03628
LINC-100405,CGL-200405,"4793 Elbow Dr SW, Calgary, AB",Panorama Hills,Townhouse,4,2.3,671818,1960,3123,50.85532,-114.13988
LINC-100406,CGL-200406,"8891 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,3,1.3,332860,2015,1332,50.85014,-114.246
