LINC,Listing_Number,Address,Community,Property_Type,Bedrooms,Bathrooms,Listing_Price,Year_Built,Square_Feet
LINC-100227,CGL-200227,"8607 MacLeod Trail SE, Calgary, AB",Seton,Detached,4,1.2,881718,1973,2734
LINC-100228,CGL-200228,"4913 MacLeod Trail SE, Calgary, AB",Beltline,Detached,3,3.0,571384,2007,2968
LINC-100229,CGL-200229,"7081 8 Ave NE, Calgary, AB",Panorama Hills,Condo,3,2.3,1012120,1995,3018
LINC-100230,CGL-200230,"7226 MacLeod Trail SE, Calgary, AB",Panorama Hills,Detached,1,3.0,675942,1996,2601
LINC-100231,CGL-200231,"2721 17 Ave SW, Calgary, AB",Brentwood,Townhouse,4,1.1,320499,1980,3142
LINC-100232,CGL-200232,"6101 MacLeod Trail SE, Calgary, AB",Mahogany,Townhouse,1,2.8,962048,2007,2019
LINC-100233,CGL-200233,"6195 Centre St N, Calgary, AB",Seton,Detached,5,1.4,634774,2000,1787
LINC-100234,CGL-200234,"4666 8 Ave NE, Calgary, AB",Beltline,Detached,2,2.5,655785,2021,982
LINC-100235,CGL-200235,"4388 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,4,1.6,891599,1986,3342
LINC-100236,CGL-200236,"8147 8 Ave NE, Calgary, AB",Beltline,Detached,1,2.4,1192333,2006,859
LINC-100237,CGL-200237,"5336 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,1,2.6,554466,1988,1145
LINC-100238,CGL-200238,"2952 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,2,1.4,460743,1967,1469
LINC-100239,CGL-200239,"8194 17 Ave SW, Calgary, AB",Tuscany,Townhouse,5,2.1,1092700,2020,1031
LINC-100240,CGL-200240,"1512 17 Ave SW, Calgary, AB",Tuscany,Condo,4,2.6,1056527,2002,2854
LINC-100241,CGL-200241,"1308 8 Ave NE, Calgary, AB",Tuscany,Townhouse,1,2.3,963145,2016,1911
LINC-100242,CGL-200242,"2202 Memorial Dr NE, Calgary, AB",Seton,Townhouse,5,1.5,385300,2005,2559
LINC-100243,CGL-200243,"1007 Memorial Dr NE, Calgary, AB",Beltline,Townhouse,2,1.9,419834,1991,3405
LINC-100244,CGL-200244,"3794 MacLeod Trail SE, Calgary, AB",Signal Hill,Condo,1,1.8,915905,2020,1624
LINC-100245,CGL-200245,"2150 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,5,1.3,922124,1971,2924
LINC-100246,CGL-200246,"9613 8 Ave NE, Calgary, AB",Brentwood,Townhouse,5,3.2,884534,1993,2808
LINC-100247,CGL-200247,"774 Memorial Dr NE, Calgary, AB",Seton,Detached,1,1.1,922612,2023,1584
LINC-100248,CGL-200248,"3553 Memorial Dr NE, Calgary, AB",Signal Hill,Condo,5,2.9,772230,2019,1686
LINC-100249,CGL-200249,"5049 Centre St N, Calgary, AB",Brentwood,Townhouse,4,1.9,326517,1957,1147
LINC-100250,CGL-200250,"7302 Centre St N, Calgary, AB",Mahogany,Condo,2,2.0,400647,1990,3442
LINC-100251,CGL-200251,"5331 Elbow Dr SW, Calgary, AB",Seton,Condo,4,1.4,638539,2015,2800
LINC-100252,CGL-200252,"1839 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,1,1.8,509961,1968,896
LINC-100253,CGL-200253,"929 MacLeod Trail SE, Calgary, AB",Mahogany,Townhouse,4,1.7,1157340,1970,1841
LINC-100254,CGL-200254,"9564 Elbow Dr SW, Calgary, AB",Tuscany,Detached,2,2.5,789728,2009,2542
LINC-100255,CGL-200255,"5155 Centre St N, Calgary, AB",Beltline,Detached,4,2.5,502422,1977,2889
LINC-100256,CGL-200256,"5881 17 Ave SW, Calgary, AB",Beltline,Condo,4,2.8,1133791,2010,1670
LINC-100257,CGL-200257,"8893 17 Ave SW, Calgary, AB",Seton,Detached,4,1.4,527319,1996,2151
LINC-100258,CGL-200258,"6095 17 Ave SW, Calgary, AB",Mahogany,Detached,5,2.7,630133,2020,1682
LINC-100259,CGL-200259,"1304 Centre St N, Calgary, AB",Signal Hill,Condo,5,1.8,903516,1965,1027
LINC-100260,CGL-200260,"1684 Centre St N, Calgary, AB",Tuscany,Condo,5,3.8,1041638,1968,1315
LINC-100261,CGL-200261,"9970 Crowchild Trail NW, Calgary, AB",Mahogany,Townhouse,1,1.1,393693,1992,2440
LINC-100262,CGL-200262,"8608 Centre St N, Calgary, AB",Brentwood,Townhouse,5,1.4,892848,1990,1165
LINC-100263,CGL-200263,"6538 Crowchild Trail NW, Calgary, AB",Panorama Hills,Condo,5,2.0,1118524,2015,2680
LINC-100264,CGL-200264,"8125 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,4,3.4,636251,1992,3259
LINC-100265,CGL-200265,"1895 Centre St N, Calgary, AB",Signal Hill,Condo,1,2.8,528428,2023,1432
LINC-100266,CGL-200266,"941 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,5,2.9,899840,1998,1105
LINC-100267,CGL-200267,"4068 17 Ave SW, Calgary, AB",Signal Hill,Townhouse,1,1.6,712462,1990,2215
LINC-100268,CGL-200268,"2581 Centre St N, Calgary, AB",Panorama Hills,Detached,4,2.5,891181,2010,3479
LINC-100269,CGL-200269,"1120 Elbow Dr SW, Calgary, AB",Brentwood,Townhouse,2,2.7,944395,2011,2652
LINC-100270,CGL-200270,"6273 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,5,2.0,621496,1983,2998
LINC-100271,CGL-200271,"8032 8 Ave NE, Calgary, AB",Brentwood,Condo,5,1.9,562071,1986,3387
LINC-100272,CGL-200272,"3496 Elbow Dr SW, Calgary, AB",Panorama Hills,Condo,3,2.4,837713,1985,1678
LINC-100273,CGL-200273,"2096 Crowchild Trail NW, Calgary, AB",Panorama Hills,Townhouse,4,3.7,663697,1994,1099
LINC-100274,CGL-200274,"4858 17 Ave SW, Calgary, AB",Tuscany,Townhouse,1,2.0,713864,1982,2462
LINC-100275,CGL-200275,"3605 8 Ave NE, Calgary, AB",Seton,Townhouse,3,3.8,979988,1984,1062
LINC-100276,CGL-200276,"1889 Crowchild Trail NW, Calgary, AB",Panorama Hills,Townhouse,2,1.7,952371,2017,1424
LINC-100277,CGL-200277,"3914 17 Ave SW, Calgary, AB",Beltline,Condo,3,3.2,355428,1967,521
LINC-100278,CGL-200278,"9116 8 Ave NE, Calgary, AB",Mahogany,Townhouse,4,2.4,459144,1986,1815
LINC-100279,CGL-200279,"4776 Elbow Dr SW, Calgary, AB",Beltline,Detached,5,1.7,1024568,1954,1217
LINC-100280,CGL-200280,"6946 Memorial Dr NE, Calgary, AB",Brentwood,Detached,4,3.4,445361,1987,653
LINC-100281,CGL-200281,"251 MacLeod Trail SE, Calgary, AB",Signal Hill,Townhouse,1,3.8,601317,1986,2361
LINC-100282,CGL-200282,"9001 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,5,2.4,452177,1964,1854
LINC-100283,CGL-200283,"2762 Elbow Dr SW, Calgary, AB",Mahogany,Townhouse,3,3.2,264768,1993,1708
LINC-100284,CGL-200284,"9402 Elbow Dr SW, Calgary, AB",Seton,Detached,2,2.8,919752,2001,2251
LINC-100285,CGL-200285,"8542 MacLeod Trail SE, Calgary, AB",Beltline,Condo,1,1.6,397442,2011,1825
LINC-100286,CGL-200286,"4164 17 Ave SW, Calgary, AB",Tuscany,Condo,2,2.3,529963,1992,1736
LINC-100287,CGL-200287,"9643 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,3,3.0,976420,1980,754
LINC-100288,CGL-200288,"2036 Centre St N, Calgary, AB",Tuscany,Detached,4,3.1,1188599,1989,3327
LINC-100289,CGL-200289,"2023 Elbow Dr SW, Calgary, AB",Tuscany,Condo,5,1.7,390057,2011,1127
LINC-100290,CGL-200290,"7554 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,4,3.1,743699,2018,3220
LINC-100291,CGL-200291,"3678 Memorial Dr NE, Calgary, AB",Brentwood,Townhouse,5,3.6,335847,2017,2329
LINC-100292,CGL-200292,"8753 Elbow Dr SW, Calgary, AB",Tuscany,Detached,5,1.3,1119032,2020,2570
LINC-100293,CGL-200293,"3412 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,2,2.0,795617,2006,976
LINC-100294,CGL-200294,"3465 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,1,3.7,717122,1957,2357
LINC-100295,CGL-200295,"2261 Crowchild Trail NW, Calgary, AB",Mahogany,Condo,5,1.2,734838,1989,3462
LINC-100296,CGL-200296,"456 Centre St N, Calgary, AB",Tuscany,Detached,2,2.7,297489,2004,1911
LINC-100297,CGL-200297,"1144 Crowchild Trail NW, Calgary, AB",Beltline,Detached,4,1.1,678728,1973,1054
LINC-100298,CGL-200298,"6987 MacLeod Trail SE, Calgary, AB",Mahogany,Condo,4,2.1,965894,2019,1044
LINC-100299,CGL-200299,"5797 17 Ave SW, Calgary, AB",Brentwood,Townhouse,4,2.6,1013214,1978,514
LINC-100300,CGL-200300,"472 MacLeod Trail SE, Calgary, AB",Mahogany,Townhouse,5,2.3,647700,1979,1513
LINC-100301,CGL-200301,"7646 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,2,3.8,1010242,1964,631
LINC-100302,CGL-200302,"6968 Crowchild Trail NW, Calgary, AB",Seton,Detached,2,1.6,355797,1954,2328
LINC-100303,CGL-200303,"9894 Elbow Dr SW, Calgary, AB",Panorama Hills,Detached,2,3.2,671805,2006,1459
LINC-100304,CGL-200304,"8943 8 Ave NE, Calgary, AB",Seton,Detached,2,2.5,553314,1979,3496
LINC-100305,CGL-200305,"9538 MacLeod Trail SE, Calgary, AB",Signal Hill,Townhouse,3,1.7,1168823,1968,3204
LINC-100306,CGL-200306,"8640 8 Ave NE, Calgary, AB",Mahogany,Condo,3,1.2,870407,1972,3064
LINC-100307,CGL-200307,"7099 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,3,3.8,953953,1998,2648
LINC-100308,CGL-200308,"5322 Elbow Dr SW, Calgary, AB",Mahogany,Condo,2,1.9,442811,2018,2439
LINC-100309,CGL-200309,"4048 Memorial Dr NE, Calgary, AB",Brentwood,Condo,2,3.4,310423,2021,2190
LINC-100310,CGL-200310,"6924 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,4,1.7,463214,1992,3148
LINC-100311,CGL-200311,"1395 Centre St N, Calgary, AB",Seton,Condo,1,2.6,1119695,1974,711
LINC-100312,CGL-200312,"4498 Centre St N, Calgary, AB",Panorama Hills,Townhouse,5,1.1,326319,1974,2906
LINC-100313,CGL-200313,"9256 8 Ave NE, Calgary, AB",Mahogany,Detached,3,1.9,266078,1977,1278
LINC-100314,CGL-200314,"2022 Elbow Dr SW, Calgary, AB",Seton,Condo,2,3.1,987954,1976,2124
LINC-100315,CGL-200315,"4021 Crowchild Trail NW, Calgary, AB",Tuscany,Condo,4,2.4,930233,1995,1763
LINC-100316,CGL-200316,"4385 MacLeod Trail SE, Calgary, AB",Signal Hill,Condo,4,1.3,1007505,2010,1811
LINC-100317,CGL-200317,"3428 MacLeod Trail SE, Calgary, AB",Tuscany,Condo,1,2.7,482022,1968,566
LINC-100318,CGL-200318,"4372 Crowchild Trail NW, Calgary, AB",Signal Hill,Townhouse,4,1.9,455721,1992,1442
LINC-100319,CGL-200319,"6323 Crowchild Trail NW, Calgary, AB",Seton,Detached,4,2.7,968113,1993,1554
LINC-100320,CGL-200320,"8105 Elbow Dr SW, Calgary, AB",Panorama Hills,Townhouse,4,2.4,1018367,1995,1193
LINC-100321,CGL-200321,"2393 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,2,3.8,818471,1957,2646
LINC-100322,CGL-200322,"654 Memorial Dr NE, Calgary, AB",Seton,Detached,1,3.3,682424,1967,3083
LINC-100323,CGL-200323,"3891 17 Ave SW, Calgary, AB",Panorama Hills,Detached,1,1.7,728160,1997,747
LINC-100324,CGL-200324,"8016 Elbow Dr SW, Calgary, AB",Mahogany,Detached,1,2.6,681319,1951,568
LINC-100325,CGL-200325,"8773 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,3,1.1,1102657,2005,1234
LINC-100326,CGL-200326,"1853 17 Ave SW, Calgary, AB",Signal Hill,Detached,2,1.6,802029,1982,1951
LINC-100327,CGL-200327,"4479 Memorial Dr NE, Calgary, AB",Mahogany,Detached,3,3.9,731294,2022,1496
LINC-100328,CGL-200328,"3800 MacLeod Trail SE, Calgary, AB",Panorama Hills,Detached,1,1.3,647687,1998,2763
LINC-100329,CGL-200329,"7898 17 Ave SW, Calgary, AB",Panorama Hills,Detached,2,1.2,1136392,2005,3141
LINC-100330,CGL-200330,"5527 Crowchild Trail NW, Calgary, AB",Seton,Detached,5,3.8,490927,1977,3335
LINC-100331,CGL-200331,"9386 Centre St N, Calgary, AB",Tuscany,Detached,1,3.1,543992,2019,2808
LINC-100332,CGL-200332,"639 8 Ave NE, Calgary, AB",Seton,Condo,1,3.9,865551,1968,3419
LINC-100333,CGL-200333,"6625 17 Ave SW, Calgary, AB",Tuscany,Detached,5,1.7,1125194,1999,3273
LINC-100334,CGL-200334,"8956 MacLeod Trail SE, Calgary, AB",Mahogany,Townhouse,2,3.4,972794,1960,2551
LINC-100335,CGL-200335,"5766 17 Ave SW, Calgary, AB",Beltline,Condo,2,3.5,607137,2000,1836
LINC-100336,CGL-200336,"585 Elbow Dr SW, Calgary, AB",Tuscany,Condo,4,1.7,829902,1998,2268
LINC-100337,CGL-200337,"3143 Elbow Dr SW, Calgary, AB",Signal Hill,Townhouse,4,1.3,898665,1987,1509
LINC-100338,CGL-200338,"1304 17 Ave SW, Calgary, AB",Tuscany,Detached,4,3.1,914693,1969,2095
LINC-100339,CGL-200339,"5288 MacLeod Trail SE, Calgary, AB",Beltline,Detached,1,3.8,716339,1996,1604
LINC-100340,CGL-200340,"1774 8 Ave NE, Calgary, AB",Beltline,Detached,4,2.3,831687,2015,2171
LINC-100341,CGL-200341,"1792 17 Ave SW, Calgary, AB",Beltline,Condo,5,1.3,877094,1991,2077
LINC-100342,CGL-200342,"302 MacLeod Trail SE, Calgary, AB",Mahogany,Condo,1,3.2,836716,1981,2842
LINC-100343,CGL-200343,"8637 8 Ave NE, Calgary, AB",Panorama Hills,Condo,2,1.4,565759,1984,2519
LINC-100344,CGL-200344,"2490 17 Ave SW, Calgary, AB",Brentwood,Condo,3,2.3,757753,1959,1979
LINC-100345,CGL-200345,"4223 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,4,2.8,455047,2008,938
LINC-100346,CGL-200346,"2319 MacLeod Trail SE, Calgary, AB",Beltline,Condo,3,3.5,648343,1992,2303
LINC-100347,CGL-200347,"5584 Centre St N, Calgary, AB",Seton,Townhouse,5,1.4,586241,1975,2462
LINC-100348,CGL-200348,"5247 8 Ave NE, Calgary, AB",Mahogany,Condo,3,3.2,913646,2012,2858
LINC-100349,CGL-200349,"4071 MacLeod Trail SE, Calgary, AB",Mahogany,Condo,4,2.1,841240,1975,2925
LINC-100350,CGL-200350,"9039 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,1,3.9,734045,1976,2295
LINC-100351,CGL-200351,"4873 Memorial Dr NE, Calgary, AB",Panorama Hills,Detached,4,3.0,395939,1988,1491
LINC-100352,CGL-200352,"4239 Elbow Dr SW, Calgary, AB",Brentwood,Townhouse,4,3.4,327558,2007,2949
LINC-100353,CGL-200353,"7951 Crowchild Trail NW, Calgary, AB",Mahogany,Townhouse,5,3.8,1161877,2003,2726
LINC-100354,CGL-200354,"702 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,5,2.8,339110,1963,1516
LINC-100355,CGL-200355,"5916 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,1,2.7,926364,2001,1858
LINC-100356,CGL-200356,"7152 17 Ave SW, Calgary, AB",Beltline,Detached,3,1.7,1033132,2016,2785
LINC-100357,CGL-200357,"9611 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,4,2.1,735556,2014,1117
LINC-100358,CGL-200358,"5751 17 Ave SW, Calgary, AB",Mahogany,Detached,3,2.2,340025,1964,3490
LINC-100359,CGL-200359,"2421 MacLeod Trail SE, Calgary, AB",Tuscany,Condo,4,3.4,796428,2011,1926
LINC-100360,CGL-200360,"7901 17 Ave SW, Calgary, AB",Mahogany,Townhouse,4,2.0,564849,1955,3411
LINC-100361,CGL-200361,"1985 17 Ave SW, Calgary, AB",Seton,Condo,1,3.0,422337,1981,2613
LINC-100362,CGL-200362,"2958 Crowchild Trail NW, Calgary, AB",Brentwood,Condo,5,2.3,734498,1979,2159
LINC-100363,CGL-200363,"3122 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,4,2.2,1023207,1975,2341
LINC-100364,CGL-200364,"9802 Centre St N, Calgary, AB",Mahogany,Detached,2,1.6,1038870,1958,2864
LINC-100365,CGL-200365,"1767 Memorial Dr NE, Calgary, AB",Seton,Townhouse,2,2.1,456647,2008,966
LINC-100366,CGL-200366,"4398 Elbow Dr SW, Calgary, AB",Seton,Condo,5,3.9,578628,1999,3003
LINC-100367,CGL-200367,"6531 Crowchild Trail NW, Calgary, AB",Beltline,Condo,3,3.5,897351,1972,3259
LINC-100368,CGL-200368,"4973 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,2,1.9,500161,1989,979
LINC-100369,CGL-200369,"3099 MacLeod Trail SE, Calgary, AB",Panorama Hills,Detached,5,2.2,875397,1967,2854
LINC-100370,CGL-200370,"6386 Centre St N, Calgary, AB",Brentwood,Condo,5,3.1,926604,1972,2772
LINC-100371,CGL-200371,"2833 Centre St N, Calgary, AB",Tuscany,Detached,2,1.9,722908,1956,1970
LINC-100372,CGL-200372,"257 Centre St N, Calgary, AB",Brentwood,Detached,4,3.9,779990,2013,2175
LINC-100373,CGL-200373,"8156 Centre St N, Calgary, AB",Panorama Hills,Condo,4,1.5,842862,1953,1403
LINC-100374,CGL-200374,"4885 17 Ave SW, Calgary, AB",Tuscany,Detached,5,1.9,1068665,2008,2816
LINC-100375,CGL-200375,"8215 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,5,1.3,1062764,2019,2002
LINC-100376,CGL-200376,"8980 Memorial Dr NE, Calgary, AB",Seton,Detached,4,2.6,695807,1963,3177
LINC-100377,CGL-200377,"4155 MacLeod Trail SE, Calgary, AB",Seton,Detached,4,1.8,1154081,1961,2298
LINC-100378,CGL-200378,"2023 Memorial Dr NE, Calgary, AB",Seton,Detached,2,3.4,866482,1994,3411
LINC-100379,CGL-200379,"7115 8 Ave NE, Calgary, AB",Signal Hill,Detached,2,3.4,1094565,1957,2835
LINC-100380,CGL-200380,"5847 Crowchild Trail NW, Calgary, AB",Tuscany,Townhouse,5,1.5,988253,1987,1685
LINC-100381,CGL-200381,"9483 MacLeod Trail SE, Calgary, AB",Seton,Townhouse,1,1.4,1036530,2002,742
LINC-100382,CGL-200382,"4643 Memorial Dr NE, Calgary, AB",Panorama Hills,Detached,2,1.7,995951,1991,1513
LINC-100383,CGL-200383,"6534 Centre St N, Calgary, AB",Brentwood,Townhouse,3,2.9,643396,2007,809
LINC-100384,CGL-200384,"1625 Centre St N, Calgary, AB",Signal Hill,Townhouse,3,3.1,1169933,1997,2362
LINC-100385,CGL-200385,"8096 MacLeod Trail SE, Calgary, AB",Signal Hill,Detached,1,3.2,730718,1995,759
LINC-100386,CGL-200386,"8856 Centre St N, Calgary, AB",Brentwood,Condo,2,2.5,588548,1986,1883
LINC-100387,CGL-200387,"9067 Crowchild Trail NW, Calgary, AB",Brentwood,Townhouse,4,3.4,1187589,1956,688
LINC-100388,CGL-200388,"1731 Elbow Dr SW, Calgary, AB",Seton,Condo,1,1.4,1149312,1970,2307
LINC-100389,CGL-200389,"7579 17 Ave SW, Calgary, AB",Mahogany,Detached,2,3.6,566528,1970,1622
LINC-100390,CGL-200390,"1629 Elbow Dr SW, Calgary, AB",Tuscany,Condo,1,2.1,1197703,1971,712
LINC-100391,CGL-200391,"6593 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,2,2.3,345629,1962,504
LINC-100392,CGL-200392,"3596 Centre St N, Calgary, AB",Beltline,Detached,5,1.7,963013,2006,538
LINC-100393,CGL-200393,"232 Elbow Dr SW, Calgary, AB",Tuscany,Detached,4,3.1,750905,1959,1437
LINC-100394,CGL-200394,"6376 17 Ave SW, Calgary, AB",Panorama Hills,Detached,1,1.9,1173783,1988,1061
LINC-100395,CGL-200395,"6370 Memorial Dr NE, Calgary, AB",Seton,Detached,2,1.2,840653,1951,2999
LINC-100396,CGL-200396,"2788 Centre St N, Calgary, AB",Tuscany,Townhouse,2,2.9,408727,2002,3023
LINC-100397,CGL-200397,"7348 Memorial Dr NE, Calgary, AB",Brentwood,Detached,1,1.4,379139,1999,1939
LINC-100398,CGL-200398,"7135 MacLeod Trail SE, Calgary, AB",Seton,Detached,2,1.8,338341,1981,2766
LINC-100399,CGL-200399,"9946 Crowchild Trail NW, Calgary, AB",Panorama Hills,Townhouse,3,3.3,974016,1953,3196
LINC-100400,CGL-200400,"5042 8 Ave NE, Calgary, AB",Signal Hill,Townhouse,5,1.6,660780,1987,3146
LINC-100401,CGL-200401,"994 Memorial Dr NE, Calgary, AB",Seton,Detached,4,2.2,502792,2013,3113
LINC-100402,CGL-200402,"9830 17 Ave SW, Calgary, AB",Signal Hill,Detached,3,3.8,388394,1999,2828
LINC-100403,CGL-200403,"6995 MacLeod Trail SE, Calgary, AB",Signal Hill,Townhouse,2,3.3,1057788,1959,568
LINC-100404,CGL-200404,"9723 17 Ave SW, Calgary, AB",Beltline,Condo,2,1.1,313406,2000,2575
LINC-100405,CGL-200405,"4793 Elbow Dr SW, Calgary, AB",Panorama Hills,Townhouse,4,2.3,671818,1960,3123
LINC-100406,CGL-200406,"8891 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,3,1.3,332860,2015,1332
LINC-100407,CGL-200407,"2645 Crowchild Trail NW, Calgary, AB",Tuscany,Condo,5,2.9,1125064,1958,1770
LINC-100408,CGL-200408,"7267 Elbow Dr SW, Calgary, AB",Seton,Detached,1,1.7,705589,1964,2357
LINC-100409,CGL-200409,"1001 MacLeod Trail SE, Calgary, AB",Panorama Hills,Townhouse,2,1.4,992287,1967,3373
LINC-100410,CGL-200410,"285 8 Ave NE, Calgary, AB",Mahogany,Condo,5,2.6,1112460,1983,1183
LINC-100411,CGL-200411,"6192 8 Ave NE, Calgary, AB",Panorama Hills,Condo,1,3.3,280782,1992,2258
LINC-100412,CGL-200412,"4556 Crowchild Trail NW, Calgary, AB",Beltline,Condo,5,2.9,770248,2008,2592
LINC-100413,CGL-200413,"6000 17 Ave SW, Calgary, AB",Mahogany,Townhouse,2,2.1,517508,1963,2850
LINC-100414,CGL-200414,"1989 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,1,1.1,1154846,1951,1501
LINC-100415,CGL-200415,"853 Centre St N, Calgary, AB",Tuscany,Condo,2,1.5,1149138,1954,2764
LINC-100416,CGL-200416,"6970 8 Ave NE, Calgary, AB",Tuscany,Detached,4,3.7,585476,1984,819
LINC-100417,CGL-200417,"9464 MacLeod Trail SE, Calgary, AB",Beltline,Townhouse,1,1.5,1093409,2016,688
LINC-100418,CGL-200418,"6668 17 Ave SW, Calgary, AB",Mahogany,Condo,3,2.0,829958,2008,532
LINC-100419,CGL-200419,"6144 8 Ave NE, Calgary, AB",Tuscany,Townhouse,3,3.2,504367,2009,2008
LINC-100420,CGL-200420,"9794 Centre St N, Calgary, AB",Seton,Detached,5,3.3,507034,1969,526
LINC-100421,CGL-200421,"6818 17 Ave SW, Calgary, AB",Brentwood,Townhouse,3,2.9,977146,1951,1872
LINC-100422,CGL-200422,"123 Memorial Dr NE, Calgary, AB",Panorama Hills,Condo,3,1.3,805550,1980,2219
LINC-100423,CGL-200423,"8161 17 Ave SW, Calgary, AB",Brentwood,Townhouse,3,1.3,492716,2016,2191
LINC-100424,CGL-200424,"6202 Centre St N, Calgary, AB",Panorama Hills,Detached,5,1.3,389999,2000,806
LINC-100425,CGL-200425,"9797 Crowchild Trail NW, Calgary, AB",Beltline,Condo,2,1.7,523668,1990,2109
LINC-100426,CGL-200426,"5445 MacLeod Trail SE, Calgary, AB",Mahogany,Condo,2,1.2,462559,1967,2894
LINC-100427,CGL-200427,"1885 8 Ave NE, Calgary, AB",Beltline,Detached,4,2.4,676259,1965,2695
LINC-100428,CGL-200428,"5970 Memorial Dr NE, Calgary, AB",Brentwood,Condo,3,2.4,1143892,1965,870
LINC-100429,CGL-200429,"2682 Memorial Dr NE, Calgary, AB",Panorama Hills,Condo,5,1.1,1126530,1991,1107
LINC-100430,CGL-200430,"1594 Elbow Dr SW, Calgary, AB",Brentwood,Condo,4,2.5,960078,1988,1565
LINC-100431,CGL-200431,"2948 17 Ave SW, Calgary, AB",Mahogany,Condo,5,3.2,511989,1962,2392
LINC-100432,CGL-200432,"1769 Memorial Dr NE, Calgary, AB",Seton,Detached,1,1.0,1120708,1978,1035
LINC-100433,CGL-200433,"3346 Memorial Dr NE, Calgary, AB",Mahogany,Condo,1,2.7,521393,1959,589
LINC-100434,CGL-200434,"1156 8 Ave NE, Calgary, AB",Panorama Hills,Condo,2,1.3,1138432,1992,1001
LINC-100435,CGL-200435,"799 Centre St N, Calgary, AB",Beltline,Detached,5,2.3,1009620,2000,2532
LINC-100436,CGL-200436,"583 Centre St N, Calgary, AB",Panorama Hills,Condo,2,2.1,446242,1985,1646
LINC-100437,CGL-200437,"7407 8 Ave NE, Calgary, AB",Beltline,Townhouse,5,2.9,928720,1987,2543
LINC-100438,CGL-200438,"6850 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,1,1.8,393902,2003,1316
LINC-100439,CGL-200439,"8714 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,1,4.0,1069898,1995,2464
LINC-100440,CGL-200440,"9021 Memorial Dr NE, Calgary, AB",Mahogany,Condo,5,2.5,657247,1984,1236
LINC-100441,CGL-200441,"527 MacLeod Trail SE, Calgary, AB",Signal Hill,Detached,1,3.7,1066356,1985,739
LINC-100442,CGL-200442,"7828 Crowchild Trail NW, Calgary, AB",Tuscany,Townhouse,2,3.9,354998,1981,3190
LINC-100443,CGL-200443,"4051 MacLeod Trail SE, Calgary, AB",Signal Hill,Townhouse,1,3.3,480069,2023,2090
LINC-100444,CGL-200444,"5913 Memorial Dr NE, Calgary, AB",Seton,Detached,2,1.7,583451,1995,2923
LINC-100445,CGL-200445,"562 Elbow Dr SW, Calgary, AB",Panorama Hills,Condo,5,2.7,840462,1974,2516
LINC-100446,CGL-200446,"8982 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,1,1.3,493923,1978,581
LINC-100447,CGL-200447,"8725 Centre St N, Calgary, AB",Beltline,Condo,5,1.6,386828,1993,3436
LINC-100448,CGL-200448,"3007 Memorial Dr NE, Calgary, AB",Seton,Condo,1,1.1,865104,1968,954
LINC-100449,CGL-200449,"8722 Memorial Dr NE, Calgary, AB",Tuscany,Detached,3,3.1,944303,2000,2900
LINC-100450,CGL-200450,"1755 MacLeod Trail SE, Calgary, AB",Tuscany,Condo,2,3.9,1017926,2005,3118
LINC-100451,CGL-200451,"8082 Elbow Dr SW, Calgary, AB",Tuscany,Detached,5,3.1,893520,1995,1414
LINC-100452,CGL-200452,"9749 Memorial Dr NE, Calgary, AB",Brentwood,Condo,3,3.2,558823,1966,1227
LINC-100453,CGL-200453,"129 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,5,1.1,881650,1990,3004
LINC-100454,CGL-200454,"3719 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,4,1.4,1031549,1959,1474
